platform,microvm_abi_version,processors,commit,metric,unit,direction,p50
windows-whp-baremetal,2,8,9f840ea2acff3a8285228d589849f0612ee35929,cold_start_base,ms,lower,510.2
windows-whp-baremetal,2,8,9f840ea2acff3a8285228d589849f0612ee35929,cold_start_clocksource,ms,lower,512.5
windows-whp-baremetal,2,8,9f840ea2acff3a8285228d589849f0612ee35929,cold_start_cryptomgr_notests,ms,lower,517.5
windows-whp-baremetal,2,8,9f840ea2acff3a8285228d589849f0612ee35929,cold_start_mitigations_off,ms,lower,422.8
windows-whp-baremetal,2,8,9f840ea2acff3a8285228d589849f0612ee35929,cold_start_no_timer_check,ms,lower,452.8
windows-whp-baremetal,2,8,9f840ea2acff3a8285228d589849f0612ee35929,cold_start_nokaslr,ms,lower,507.5
windows-whp-baremetal,2,8,9f840ea2acff3a8285228d589849f0612ee35929,cold_start_random_trust_cpu,ms,lower,507.1
windows-whp-baremetal,2,8,9f840ea2acff3a8285228d589849f0612ee35929,cold_start_rcu_expedited,ms,lower,521.6
windows-whp-baremetal,2,8,9f840ea2acff3a8285228d589849f0612ee35929,cold_start_tsc_reliable,ms,lower,519.8
windows-whp-baremetal,2,8,9f840ea2acff3a8285228d589849f0612ee35929,network_snapshot_cold,ms,lower,531.4
windows-whp-baremetal,2,8,9f840ea2acff3a8285228d589849f0612ee35929,network_snapshot_restore,ms,lower,150.5
windows-whp-baremetal,2,8,9f840ea2acff3a8285228d589849f0612ee35929,network_snapshot_restore_wall,ms,lower,224.6
windows-whp-baremetal,2,8,9f840ea2acff3a8285228d589849f0612ee35929,openvmm_cold_start,ms,lower,380.6585
windows-whp-baremetal,2,8,9f840ea2acff3a8285228d589849f0612ee35929,openvmm_cold_start_guest_exit_teardown,ms,lower,49.5802
windows-whp-baremetal,2,8,9f840ea2acff3a8285228d589849f0612ee35929,openvmm_cold_start_peak_rss,MiB,lower,75.35546875
windows-whp-baremetal,2,8,9f840ea2acff3a8285228d589849f0612ee35929,openvmm_snapshot_generation,ms,lower,1126.2584
windows-whp-baremetal,2,8,9f840ea2acff3a8285228d589849f0612ee35929,openvmm_snapshot_generation_peak_rss,MiB,lower,88.48046875
windows-whp-baremetal,2,8,9f840ea2acff3a8285228d589849f0612ee35929,openvmm_snapshot_restore,ms,lower,694.9365
windows-whp-baremetal,2,8,9f840ea2acff3a8285228d589849f0612ee35929,openvmm_snapshot_restore_guest_exit_teardown,ms,lower,49.2764
windows-whp-baremetal,2,8,9f840ea2acff3a8285228d589849f0612ee35929,openvmm_snapshot_restore_peak_rss,MiB,lower,31.19921875
windows-whp-baremetal,2,8,9f840ea2acff3a8285228d589849f0612ee35929,shell_snapshot_cold_128_mib,ms,lower,511.9
windows-whp-baremetal,2,8,9f840ea2acff3a8285228d589849f0612ee35929,shell_snapshot_cold_256_mib,ms,lower,525.1
windows-whp-baremetal,2,8,9f840ea2acff3a8285228d589849f0612ee35929,shell_snapshot_cold_512_mib,ms,lower,519.9
windows-whp-baremetal,2,8,9f840ea2acff3a8285228d589849f0612ee35929,shell_snapshot_cold_64_mib,ms,lower,507.9
windows-whp-baremetal,2,8,9f840ea2acff3a8285228d589849f0612ee35929,shell_snapshot_restore_128_mib,ms,lower,124.1
windows-whp-baremetal,2,8,9f840ea2acff3a8285228d589849f0612ee35929,shell_snapshot_restore_256_mib,ms,lower,124.7
windows-whp-baremetal,2,8,9f840ea2acff3a8285228d589849f0612ee35929,shell_snapshot_restore_512_mib,ms,lower,132.9
windows-whp-baremetal,2,8,9f840ea2acff3a8285228d589849f0612ee35929,shell_snapshot_restore_64_mib,ms,lower,124.1
windows-whp-baremetal,2,8,9f840ea2acff3a8285228d589849f0612ee35929,virtfs_live_read,MB/s,higher,562.7
windows-whp-baremetal,2,8,9f840ea2acff3a8285228d589849f0612ee35929,virtfs_live_roundtrip,ms,lower,722.1
windows-whp-baremetal,2,8,9f840ea2acff3a8285228d589849f0612ee35929,virtfs_live_write,MB/s,higher,202.3
windows-whp-baremetal,2,8,14111031e0a96fe16c9db996e4324c0c438b9b2f,cold_start_base,ms,lower,505.7
windows-whp-baremetal,2,8,14111031e0a96fe16c9db996e4324c0c438b9b2f,cold_start_clocksource,ms,lower,510.1
windows-whp-baremetal,2,8,14111031e0a96fe16c9db996e4324c0c438b9b2f,cold_start_cryptomgr_notests,ms,lower,508.7
windows-whp-baremetal,2,8,14111031e0a96fe16c9db996e4324c0c438b9b2f,cold_start_mitigations_off,ms,lower,416.2
windows-whp-baremetal,2,8,14111031e0a96fe16c9db996e4324c0c438b9b2f,cold_start_no_timer_check,ms,lower,452.5
windows-whp-baremetal,2,8,14111031e0a96fe16c9db996e4324c0c438b9b2f,cold_start_nokaslr,ms,lower,502.5
windows-whp-baremetal,2,8,14111031e0a96fe16c9db996e4324c0c438b9b2f,cold_start_random_trust_cpu,ms,lower,509.2
windows-whp-baremetal,2,8,14111031e0a96fe16c9db996e4324c0c438b9b2f,cold_start_rcu_expedited,ms,lower,504.4
windows-whp-baremetal,2,8,14111031e0a96fe16c9db996e4324c0c438b9b2f,cold_start_tsc_reliable,ms,lower,504.1
